
Methyl Disulfide (C2H6S) dissociation cross-sections
Andrew Lincowski
Virtual Planetary Laboratory
University of Washington
Updated 12/17/2018
======================================
1176.5  7.3630e-17
1177.9  7.3730e-17
1179.2  7.3682e-17
1180.6  7.3754e-17
1182.0  7.3730e-17
1183.4  7.3314e-17
1184.8  7.3546e-17
1186.2  7.3268e-17
1187.6  7.3370e-17
1189.1  7.3017e-17
1190.5  7.2630e-17
1191.9  7.2198e-17
1193.3  7.2169e-17
1194.7  7.1476e-17
1196.2  7.0544e-17
1197.6  7.0158e-17
1199.0  6.9690e-17
1200.5  6.8635e-17
1201.9  6.8178e-17
1203.4  6.7198e-17
1204.8  6.6496e-17
1206.3  6.5738e-17
1207.7  6.4282e-17
1209.2  6.3438e-17
1210.7  6.2294e-17
1212.1  6.1635e-17
1213.6  6.0168e-17
1215.1  5.9235e-17
1216.5  5.8360e-17
1218.0  5.7280e-17
1219.5  5.6095e-17
1221.0  5.5300e-17
1222.5  5.3990e-17
1224.0  5.3300e-17
1225.5  5.2390e-17
1227.0  5.1530e-17
1228.5  5.0490e-17
1230.0  4.9890e-17
1231.5  4.8920e-17
1233.0  4.8420e-17
1234.6  4.7740e-17
1236.1  4.7122e-17
1237.6  4.6654e-17
1239.2  4.6000e-17
1240.7  4.5403e-17
1242.2  4.5052e-17
1243.8  4.4396e-17
1245.3  4.4072e-17
1246.9  4.3451e-17
1248.4  4.3052e-17
1250.0  4.2390e-17
1251.6  4.1918e-17
1253.1  4.1563e-17
1254.7  4.1410e-17
1256.3  4.0827e-17
1257.9  4.0448e-17
1259.4  4.0200e-17
1261.0  3.9680e-17
1262.6  3.9336e-17
1264.2  3.8960e-17
1265.8  3.8632e-17
1267.4  3.8080e-17
1269.0  3.8190e-17
1270.6  3.7720e-17
1272.3  3.7336e-17
1273.9  3.7244e-17
1275.5  3.6845e-17
1277.1  3.6611e-17
1278.8  3.6434e-17
1280.4  3.6504e-17
1282.1  3.6232e-17
1283.7  3.5909e-17
1285.3  3.5844e-17
1287.0  3.5590e-17
1288.7  3.5436e-17
1290.3  3.5353e-17
1292.0  3.5120e-17
1293.7  3.4762e-17
1295.3  3.4764e-17
1297.0  3.4670e-17
1298.7  3.4188e-17
1300.4  3.3962e-17
1302.1  3.3664e-17
1303.8  3.3396e-17
1305.5  3.3180e-17
